id,timestamp_ms,date_local,vehicle,charger,network,location,tag,energy_kwh,time_h,cost,currency,distance_km,distance_mi,eff_kwh_per_100km,eff_km_per_kwh,notes
"7158cc07-97bc-480d-8692-7ce2fe0d39ba",1714712400482,"2024-05-03 06:00:00","Tesla Model 3","Workplace Bay","","Office","Work",17.250000,1.568182,3.795000,"GBP",94.472146,58.702270,18.25935,5.476646,"Weekday office charging"
"fd7f963f-5d5b-4cd5-b977-945a32e3f83b",1716619200482,"2024-05-25 07:40:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",38.250000,1.738636,17.212500,"GBP",247.647896,153.881268,15.445316,6.474455,"Shopping stop"
"ab218519-cd25-4b40-8b88-53307e9a63fe",1714555200482,"2024-05-01 10:20:00","Tesla Model 3","Workplace Bay","","Office","Work",22.500000,2.045455,4.950000,"GBP",175.422322,109.002377,12.82619,7.796548,"Weekday office charging"
"8f540ef2-cb3a-4a60-ade2-2467c3c9de5b",1719052200482,"2024-06-22 11:30:00","Tesla Model 3","Home Charger","","Home","Home",29.250000,3.952703,8.190000,"GBP",145.114609,90.170038,20.156482,4.961183,"Overnight home session"
"697c7868-ad21-4c36-9bc7-1fd0ab69cf6f",1718128800482,"2024-06-11 19:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",33.000000,0.275000,22.770000,"GBP",155.624750,96.700736,21.204853,4.715902,"Road trip top-up"
"f5636483-97ec-4767-906a-26d531129143",1717255200482,"2024-06-01 16:20:00","Tesla Model 3","Workplace Bay","","Office","Work",30.750000,2.795455,6.765000,"GBP",150.372057,93.436864,20.449278,4.890148,"Weekday office charging"
"1d15f8dd-3759-4906-a28d-5a9793ccc2f8",1720078800482,"2024-07-04 08:40:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",30.750000,1.397727,13.837500,"GBP",228.932864,142.252287,13.431885,7.444971,"Shopping stop"
"53884bf4-7bf4-46bf-afed-f6c87660e166",1721628000482,"2024-07-22 07:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",28.500000,0.237500,19.665000,"GBP",205.011991,127.388545,13.901626,7.193403,"Road trip top-up"
"42513eec-3e41-498d-952c-79477a14afd2",1723014600482,"2024-08-07 08:10:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",35.250000,1.602273,15.862500,"GBP",228.323282,141.873510,15.438636,6.477256,"Shopping stop"
"6371101e-fc9d-4d76-88a9-13f831128fd7",1724306400483,"2024-08-22 07:00:00","Tesla Model 3","Workplace Bay","","Office","Work",21.750000,1.977273,4.785000,"GBP",169.786697,105.500562,12.810191,7.806285,"Weekday office charging"
"245d8a43-b18c-42d4-875d-939a46a21640",1724699400483,"2024-08-26 20:10:00","Tesla Model 3","Home Charger","","Home","Home",33.750000,4.560811,9.450000,"GBP",214.699453,133.408055,15.719649,6.361465,"Overnight home session"
"144c1e35-e68b-49d7-bb4f-72638a374fe0",1725448200483,"2024-09-04 12:10:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",20.250000,0.920455,9.112500,"GBP",101.368237,62.987302,19.976672,5.005839,"Shopping stop"
"3cc90d10-c1cd-418b-ba91-670f0e5bfcce",1725993600483,"2024-09-10 19:40:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",22.500000,0.187500,15.525000,"GBP",132.780040,82.505692,16.945318,5.901335,"Road trip top-up"
"d290fe33-d2cb-4274-867a-e18d5b4abf13",1730023800483,"2024-10-27 10:10:00","Tesla Model 3","Workplace Bay","","Office","Work",27.000000,2.454545,5.940000,"GBP",159.948154,99.387175,16.88047,5.924006,"Weekday office charging"
"75980a0f-d1a2-4dd6-895e-0d5fca5ed9a8",1729346400483,"2024-10-19 15:00:00","Tesla Model 3","Home Charger","","Home","Home",21.750000,2.939189,6.090000,"GBP",109.316358,67.926036,19.896382,5.026039,"Overnight home session"
"72bdae7f-f910-4552-a82f-eff5fa926f3b",1730384400483,"2024-10-31 14:20:00","Tesla Model 3","Home Charger","","Home","Home",17.250000,2.331081,4.830000,"GBP",131.664399,81.812465,13.101491,7.632719,"Overnight home session"
"d6093bf4-d8c6-4d4c-88a7-97b05990bcad",1730820600483,"2024-11-05 15:30:00","Tesla Model 3","Home Charger","","Home","Home",36.000000,4.864865,10.080000,"GBP",203.121979,126.214146,17.723341,5.642277,"Overnight home session"
"ee6e950e-0bd6-461b-9b75-7c3414dcda0d",1732797000483,"2024-11-28 12:30:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",30.750000,0.256250,21.217500,"GBP",166.276089,103.319172,18.493339,5.407352,"Road trip top-up"
"98e672a6-40af-462a-97c1-135508a383be",1731682800483,"2024-11-15 15:00:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",36.000000,1.636364,16.200000,"GBP",245.133402,152.318834,14.685881,6.809261,"Shopping stop"
"14dcba0a-b982-4d98-bf5e-2b9bdd189377",1733932200483,"2024-12-11 15:50:00","Tesla Model 3","Home Charger","","Home","Home",39.750000,5.371622,11.130000,"GBP",313.938919,195.072600,12.661699,7.897834,"Overnight home session"
"8aa96d0a-26fa-4bf5-ba15-fc16ea3c202f",1733904600483,"2024-12-11 08:10:00","Tesla Model 3","Home Charger","","Home","Home",24.000000,3.243243,6.720000,"GBP",166.008588,103.152954,14.457083,6.917024,"Overnight home session"
"d77451c7-b94e-40ee-a99e-6319ef35e8e9",1733165400483,"2024-12-02 18:50:00","Tesla Model 3","Workplace Bay","","Office","Work",23.250000,2.113636,5.115000,"GBP",157.430034,97.822488,14.768465,6.771184,"Weekday office charging"
"984ef478-099d-4713-8ae5-a1df216829a8",1737812400483,"2025-01-25 13:40:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",17.250000,0.784091,7.762500,"GBP",138.894135,86.304814,12.419531,8.051834,"Shopping stop"
"f5d48ccc-b03b-4a08-a4ff-c30e88b13aab",1737453000484,"2025-01-21 09:50:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",29.250000,0.243750,20.182500,"GBP",232.219781,144.294682,12.595826,7.939138,"Road trip top-up"
"c93c3732-0650-4a04-9cd9-5b7ff5952c14",1739692800484,"2025-02-16 08:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",17.250000,0.143750,11.902500,"GBP",90.272084,56.092472,19.108897,5.233164,"Road trip top-up"
"8f5b2d7d-dbad-4bf3-b5ec-89058738034e",1738479600484,"2025-02-02 07:00:00","Tesla Model 3","Home Charger","","Home","Home",30.000000,4.054054,8.400000,"GBP",197.071299,122.454428,15.222917,6.569043,"Overnight home session"
"9bbc0ec6-83e3-49fd-909f-d032c29b0dc7",1739800200484,"2025-02-17 13:50:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",16.500000,0.750000,7.425000,"GBP",105.319949,65.442782,15.666548,6.383027,"Shopping stop"
"15b25883-7e83-435d-8ac2-79c8b03abfef",1741154400484,"2025-03-05 06:00:00","Tesla Model 3","Home Charger","","Home","Home",29.250000,3.952703,8.190000,"GBP",196.717654,122.234683,14.869026,6.72539,"Overnight home session"
"6ebcbbed-0252-4055-8a3f-991ecdc1e2fd",1741962000484,"2025-03-14 14:20:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",21.000000,0.175000,14.490000,"GBP",100.044275,62.164630,20.990706,4.764013,"Road trip top-up"
"b490b3f1-8dd0-4372-834a-0045e817d372",1741360800484,"2025-03-07 15:20:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",30.000000,0.250000,20.700000,"GBP",205.508011,127.696758,14.597971,6.850267,"Road trip top-up"
"1d18b100-a721-42c6-ab70-da9f84bf2235",1744101600484,"2025-04-08 09:40:00","Tesla Model 3","Workplace Bay","","Office","Work",32.250000,2.931818,7.095000,"GBP",154.952101,96.282772,20.812883,4.804716,"Weekday office charging"
"007ec25a-21ae-4f8b-9f2b-50d787ea5c3e",1744873200484,"2025-04-17 08:00:00","Tesla Model 3","Home Charger","","Home","Home",15.750000,2.128378,4.410000,"GBP",77.032781,47.865951,20.445841,4.89097,"Overnight home session"
"465af3a2-852a-4cd3-9fed-5da7e9c94bf9",1746028200484,"2025-04-30 16:50:00","Tesla Model 3","Workplace Bay","","Office","Work",27.750000,2.522727,6.105000,"GBP",174.323674,108.319709,15.918664,6.281934,"Weekday office charging"
"5adf48cc-6ad6-4fcb-a898-678852a4fe26",1744804200484,"2025-04-16 12:50:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",29.250000,0.243750,20.182500,"GBP",161.593249,100.409390,18.101004,5.524556,"Road trip top-up"
"bcb63f56-2fce-4d69-aa41-2555f3ca79c4",1746518400484,"2025-05-06 09:00:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",25.500000,1.159091,11.475000,"GBP",194.168543,120.650739,13.13292,7.614453,"Shopping stop"
"ef744542-4b30-43e3-a1e8-31ecb8e6a23d",1747822800484,"2025-05-21 11:20:00","Tesla Model 3","Home Charger","","Home","Home",24.750000,3.344595,6.930000,"GBP",129.775946,80.639034,19.071331,5.243473,"Overnight home session"
"4c2fd8d0-429f-4b2a-938d-6ec9ef436781",1746425400484,"2025-05-05 07:10:00","Tesla Model 3","Workplace Bay","","Office","Work",18.750000,1.704545,4.125000,"GBP",142.933552,88.814792,13.117984,7.623123,"Weekday office charging"
"0eedf65a-f1a1-4b59-bcaf-90c5c9196b3f",1750276200484,"2025-06-18 20:50:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",34.500000,1.568182,15.525000,"GBP",273.908087,170.198595,12.595466,7.939365,"Shopping stop"
"0f02e0ec-7361-4646-871b-fa721a3cb921",1751177400484,"2025-06-29 07:10:00","Tesla Model 3","Home Charger","","Home","Home",15.000000,2.027027,4.200000,"GBP",113.626931,70.604502,13.201096,7.575129,"Overnight home session"
"bdbd48e8-f7ed-4eeb-b3a4-941d3e2b3af2",1751551800484,"2025-07-03 15:10:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",15.000000,0.125000,10.350000,"GBP",104.603581,64.997652,14.339853,6.973572,"Road trip top-up"
"4c19ec05-322c-4dea-a7a9-3c26f9f137d1",1752484800485,"2025-07-14 10:20:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",21.750000,0.988636,9.787500,"GBP",171.003160,106.256437,12.719063,7.862214,"Shopping stop"
"a4a604ca-3135-4575-abbf-114dd0fe464f",1754314800485,"2025-08-04 14:40:00","Tesla Model 3","Home Charger","","Home","Home",32.250000,4.358108,9.030000,"GBP",150.855624,93.737339,21.378056,4.677694,"Overnight home session"
"c1ac47b7-9b64-47b4-968e-f1982bea30e6",1754203800485,"2025-08-03 07:50:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",26.250000,0.218750,18.112500,"GBP",197.627336,122.799933,13.282575,7.52866,"Road trip top-up"
"7d14f469-ae0a-4fda-87d9-19f39f838418",1755493200485,"2025-08-18 06:00:00","Tesla Model 3","Home Charger","","Home","Home",40.500000,5.472973,11.340000,"GBP",240.531720,149.459482,16.837696,5.939055,"Overnight home session"
"7783ea19-83fc-4962-8726-9da8e0d1d8bf",1757953800485,"2025-09-15 17:30:00","Tesla Model 3","Workplace Bay","","Office","Work",28.500000,2.590909,6.270000,"GBP",228.127971,141.752149,12.492988,8.00449,"Weekday office charging"
"bbc50a69-b445-471a-aeb1-282a5396b540",1757682000485,"2025-09-12 14:00:00","Tesla Model 3","Home Charger","","Home","Home",29.250000,3.952703,8.190000,"GBP",162.036126,100.684581,18.05153,5.539697,"Overnight home session"
"1439d32c-7e78-465f-88de-a9b2ab317f32",1757530800485,"2025-09-10 20:00:00","Tesla Model 3","Workplace Bay","","Office","Work",17.250000,1.568182,3.795000,"GBP",91.871417,57.086252,18.776242,5.325879,"Weekday office charging"
"751d2016-7037-4289-9d6a-17e1d9bb41ad",1757235600485,"2025-09-07 10:00:00","Tesla Model 3","Workplace Bay","","Office","Work",32.250000,2.931818,7.095000,"GBP",196.166636,121.892296,16.440105,6.082686,"Weekday office charging"
"393a2908-30a9-4d4d-bd32-ef2cd30cbd1a",1761762600485,"2025-10-29 18:30:00","Tesla Model 3","Home Charger","","Home","Home",20.250000,2.736486,5.670000,"GBP",164.432959,102.173904,12.315049,8.120146,"Overnight home session"
"2dda9ee7-ca36-4f54-9c77-321e66a6d423",1760628000485,"2025-10-16 16:20:00","Tesla Model 3","Workplace Bay","","Office","Work",19.500000,1.772727,4.290000,"GBP",118.259913,73.483303,16.489104,6.064611,"Weekday office charging"
"73e6c146-25cf-4520-9d1d-6ee5d3378454",1762795800485,"2025-11-10 17:30:00","Tesla Model 3","Home Charger","","Home","Home",33.750000,4.560811,9.450000,"GBP",182.898852,113.648078,18.452822,5.419225,"Overnight home session"
"2a4a9777-3876-45e7-8e0a-fecb90ea8bff",1764146400485,"2025-11-26 08:40:00","Tesla Model 3","Workplace Bay","","Office","Work",21.750000,1.977273,4.785000,"GBP",148.090758,92.019331,14.686939,6.80877,"Weekday office charging"
"630ab38c-29bb-4a95-91ba-d37696809c9c",1763668200485,"2025-11-20 19:50:00","Tesla Model 3","Workplace Bay","","Office","Work",18.750000,1.704545,4.125000,"GBP",105.837503,65.764375,17.715837,5.644667,"Weekday office charging"
"afd7f279-b028-4c4d-826d-9b0df0c03f78",1765483200485,"2025-12-11 20:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",27.000000,0.225000,18.630000,"GBP",189.035654,117.461310,14.28302,7.001321,"Road trip top-up"
"559ee055-2ff0-4eeb-b5b8-81503aac3ae5",1766575200486,"2025-12-24 11:20:00","Tesla Model 3","Workplace Bay","","Office","Work",31.500000,2.863636,6.930000,"GBP",209.649185,130.269964,15.0251,6.65553,"Weekday office charging"
"5f0cfc49-2cee-44ef-b304-7c676751032a",1764675600486,"2025-12-02 11:40:00","Tesla Model 3","Home Charger","","Home","Home",33.750000,4.560811,9.450000,"GBP",221.090009,137.378962,15.265276,6.550815,"Overnight home session"
"15b04f06-7135-48fa-a1b4-531b3e70b2ab",1768501200486,"2026-01-15 18:20:00","Tesla Model 3","Workplace Bay","","Office","Work",16.500000,1.500000,3.630000,"GBP",98.672367,61.312166,16.722007,5.980143,"Weekday office charging"
"0e73dcc3-dff7-445f-acff-b49ed7a3ffb3",1769006400486,"2026-01-21 14:40:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",39.000000,0.325000,26.910000,"GBP",275.847263,171.403543,14.138259,7.073007,"Road trip top-up"
"72b263fe-ed82-4715-a826-3ba1641a8b18",1767699600486,"2026-01-06 11:40:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",20.250000,0.168750,13.972500,"GBP",125.653425,78.077419,16.115756,6.205107,"Road trip top-up"
"e79daa4a-c336-44fc-bf37-9e6f9a03f32d",1770925800486,"2026-02-12 19:50:00","Tesla Model 3","Workplace Bay","","Office","Work",37.500000,3.409091,8.250000,"GBP",291.996649,181.438306,12.842613,7.786577,"Weekday office charging"
"946da07e-3540-46a6-a1a6-932f52d2f892",1770235800486,"2026-02-04 20:10:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",29.250000,0.243750,20.182500,"GBP",173.471689,107.790310,16.861541,5.930656,"Road trip top-up"
"0b0c8343-b2b6-4061-8fe4-75a8ec3f83f8",1773745200486,"2026-03-17 11:00:00","Tesla Model 3","Supermarket Point","Pod Point","Retail Park","Public",33.750000,1.534091,15.187500,"GBP",171.987306,106.867957,19.623541,5.09592,"Shopping stop"
"c51e6ecd-ad4c-44dd-80d4-81fb31e33535",1772992800486,"2026-03-08 18:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",18.750000,0.156250,12.937500,"GBP",107.472394,66.780250,17.446341,5.731861,"Road trip top-up"
"2b861778-7cfd-4704-bc5b-21aa034311c6",1774890000486,"2026-03-30 18:00:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",21.000000,0.175000,14.490000,"GBP",138.893610,86.304488,15.119486,6.613981,"Road trip top-up"
"8cac8df2-cafe-4bfb-a1d0-fcd9bac78a97",1772397600486,"2026-03-01 20:40:00","Tesla Model 3","City Rapid Hub","IONITY","City Center","Rapid",36.000000,0.300000,24.840000,"GBP",271.373554,168.623709,13.265847,7.538154,"Road trip top-up"
"0a4a1c94-edb5-48a5-b78b-b3eab4ade8cf",1777464000486,"2026-04-29 13:00:00","Tesla Model 3","Home Charger","","Home","Home",26.250000,3.547297,7.350000,"GBP",159.954177,99.390918,16.41095,6.093492,"Overnight home session"
"1465b351-09b0-4f28-bbf7-680ed8f0c127",1775504400486,"2026-04-06 20:40:00","Tesla Model 3","Workplace Bay","","Office","Work",22.500000,2.045455,4.950000,"GBP",111.689126,69.400405,20.145202,4.963961,"Weekday office charging"
"f68bb4b2-14d6-4bbf-b412-a03f652d2eb6",1684063800486,"2023-05-14 12:30:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",17.600000,0.146667,12.144000,"GBP",118.122874,73.398151,14.899739,6.711527,"Road trip top-up"
"f9dece42-a0bb-4db4-880a-d64a31c4c83c",1685350200486,"2023-05-29 09:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",15.600000,0.130000,10.764000,"GBP",77.195408,47.967003,20.208456,4.948424,"Road trip top-up"
"2123370b-3eb4-4ba9-b391-ba0f4b9cd896",1684693800487,"2023-05-21 19:30:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",9.600000,0.436364,4.320000,"GBP",59.087048,36.714989,16.247215,6.154901,"Shopping stop"
"69b3804a-2da9-46dc-91f6-7c874ea0c4fa",1683453000487,"2023-05-07 10:50:00","Nissan Leaf","Workplace Bay","","Office","Work",16.000000,1.454545,3.520000,"GBP",72.659678,45.148631,22.020466,4.54123,"Weekday office charging"
"d2370341-f5c4-416a-b31d-2369c912bc0d",1688021400487,"2023-06-29 07:50:00","Nissan Leaf","City Rapid Hub","IONITY","City Center","Rapid",15.600000,0.130000,10.764000,"GBP",77.778159,48.329107,20.057045,4.985779,"Road trip top-up"
"9c0aedf8-f2e1-4001-aab2-1a656a949511",1686318000487,"2023-06-09 14:40:00","Nissan Leaf","Workplace Bay","","Office","Work",10.000000,0.909091,2.200000,"GBP",70.401989,43.745768,14.204144,7.040199,"Weekday office charging"
"8f8ea35b-475c-4d35-afc3-67693ea14086",1688226600487,"2023-07-01 16:50:00","Nissan Leaf","Supermarket Point","Pod Point","Retail Park","Public",12.800000,0.581818,5.760000,"GBP",84.683003,52.619579,15.115194,6.61586,"Shopping stop"
